f,t,1,2,3,4,5,6,7,distance,time,from_cat,to_cat,from_cat2,to_cat2
22693,14363,99999,99999,99999,99999,99999,99999,99999,25,44,AW,AD,GT,ACD
22693,25181,99999,99999,99999,99999,99999,99999,99999,244,420,AW,AW,GT,Upcountry
22693,21987,99999,99999,99999,99999,99999,99999,99999,23,40,AW,MT,GT,MT
22693,18240,99999,99999,99999,99999,99999,99999,99999,51,89,AW,AW,GT,Upcountry
22693,23452,99999,99999,99999,99999,99999,99999,99999,64,110,AW,AW,GT,Upcountry
22693,23080,99999,99999,99999,99999,99999,99999,99999,46,81,AW,MT,GT,MT
23711,24051,99999,900,900,900,900,900,900,34,60,AW,AW,GT,GT
23711,2651,99999,900,900,900,900,900,900,26,45,AW,AW,GT,GT
23711,23894,99999,900,900,900,900,900,900,13,23,AW,AW,GT,GT
23711,24698,99999,900,900,900,900,900,900,11,20,AW,AW,GT,GT
23711,958,99999,900,900,900,900,900,900,21,38,AW,AW,GT,GT
23711,25152,99999,900,900,900,900,900,900,8,14,AW,AW,GT,GT
23711,24444,99999,900,900,900,900,900,900,6,12,AW,AW,GT,GT
23711,16730,99999,99999,99999,99999,99999,99999,99999,12,22,AW,AD,GT,ACD
23711,23895,99999,900,900,900,900,900,900,17,30,AW,AW,GT,GT
23711,22803,99999,900,900,900,900,900,900,8,14,AW,AW,GT,GT
23711,21316,99999,900,900,900,900,900,900,22,39,AW,AW,GT,GT
23711,24394,99999,99999,99999,99999,99999,99999,99999,153,264,AW,MT,GT,Upcountry
23711,22861,99999,99999,99999,99999,99999,99999,99999,29,52,AW,AW,GT,Upcountry
23711,23716,99999,99999,99999,99999,99999,99999,99999,332,570,AW,AW,GT,Upcountry
23711,25038,99999,99999,99999,99999,99999,99999,99999,40,70,AW,AW,GT,Upcountry
23711,23348,99999,99999,99999,99999,99999,99999,99999,8,15,AW,MT,GT,MT
23711,24172,99999,99999,99999,99999,99999,99999,99999,17,31,AW,MT,GT,MT
23711,19413,99999,99999,99999,99999,99999,99999,99999,100,172,AW,AW,GT,Upcountry
23711,940,99999,99999,99999,99999,99999,99999,99999,140,242,AW,AW,GT,Upcountry
23711,4425,99999,99999,99999,99999,99999,99999,99999,61,106,AW,AW,GT,Upcountry
23711,22820,99999,99999,99999,99999,99999,99999,99999,206,355,AW,AW,GT,Upcountry
23711,21367,99999,99999,99999,99999,99999,99999,99999,346,594,AW,MT,GT,Upcountry
23711,23640,99999,99999,99999,99999,99999,99999,99999,148,254,AW,AW,GT,Upcountry
23711,17606,99999,99999,99999,99999,99999,99999,99999,60,104,AW,AW,GT,Upcountry
23711,6410,99999,99999,99999,99999,99999,99999,99999,104,179,AW,AW,GT,Upcountry
23711,25167,99999,99999,99999,99999,99999,99999,99999,60,104,AW,AW,GT,Upcountry
23711,14363,99999,99999,99999,99999,99999,99999,99999,8,15,AW,AD,GT,ACD
23711,25181,99999,99999,99999,99999,99999,99999,99999,227,391,AW,AW,GT,Upcountry
23711,21987,99999,99999,99999,99999,99999,99999,99999,30,52,AW,MT,GT,MT
23711,18240,99999,99999,99999,99999,99999,99999,99999,20,36,AW,AW,GT,Upcountry
23711,23452,99999,99999,99999,99999,99999,99999,99999,67,116,AW,AW,GT,Upcountry
23711,23080,99999,99999,99999,99999,99999,99999,99999,29,52,AW,MT,GT,MT
24051,2651,99999,900,900,900,900,900,900,11,21,AW,AW,GT,GT
24051,23894,99999,900,900,900,900,900,900,17,30,AW,AW,GT,GT
24051,24698,99999,900,900,900,900,900,900,24,42,AW,AW,GT,GT
24051,958,99999,900,900,900,900,900,900,15,27,AW,AW,GT,GT
24051,25152,99999,900,900,900,900,900,900,18,32,AW,AW,GT,GT
24051,24444,99999,900,900,900,900,900,900,22,39,AW,AW,GT,GT
24051,16730,99999,99999,99999,99999,99999,99999,99999,19,33,AW,AD,GT,ACD
24051,23895,99999,900,900,900,900,900,900,18,32,AW,AW,GT,GT
24051,22803,99999,900,900,900,900,900,900,18,32,AW,AW,GT,GT
24051,21316,99999,900,900,900,900,900,900,14,26,AW,AW,GT,GT
24051,24394,99999,99999,99999,99999,99999,99999,99999,173,298,AW,MT,GT,Upcountry
24051,22861,99999,99999,99999,99999,99999,99999,99999,49,84,AW,AW,GT,Upcountry
24051,23716,99999,99999,99999,99999,99999,99999,99999,351,602,AW,AW,GT,Upcountry
24051,25038,99999,99999,99999,99999,99999,99999,99999,25,44,AW,AW,GT,Upcountry
24051,23348,99999,99999,99999,99999,99999,99999,99999,17,31,AW,MT,GT,MT
24051,24172,99999,99999,99999,99999,99999,99999,99999,10,19,AW,MT,GT,MT
24051,19413,99999,99999,99999,99999,99999,99999,99999,120,207,AW,AW,GT,Upcountry
24051,940,99999,99999,99999,99999,99999,99999,99999,160,276,AW,AW,GT,Upcountry
24051,4425,99999,99999,99999,99999,99999,99999,99999,73,127,AW,AW,GT,Upcountry
24051,22820,99999,99999,99999,99999,99999,99999,99999,227,390,AW,AW,GT,Upcountry
24051,21367,99999,99999,99999,99999,99999,99999,99999,365,627,AW,MT,GT,Upcountry
24051,23640,99999,99999,99999,99999,99999,99999,99999,168,289,AW,AW,GT,Upcountry
24051,17606,99999,99999,99999,99999,99999,99999,99999,34,59,AW,AW,GT,Upcountry
24051,6410,99999,99999,99999,99999,99999,99999,99999,82,142,AW,AW,GT,Upcountry
24051,25167,99999,99999,99999,99999,99999,99999,99999,34,59,AW,AW,GT,Upcountry
24051,14363,99999,99999,99999,99999,99999,99999,99999,17,31,AW,AD,GT,ACD
24051,25181,99999,99999,99999,99999,99999,99999,99999,246,424,AW,AW,GT,Upcountry
24051,21987,99999,99999,99999,99999,99999,99999,99999,17,31,AW,MT,GT,MT
24051,18240,99999,99999,99999,99999,99999,99999,99999,62,107,AW,AW,GT,Upcountry
24051,23452,99999,99999,99999,99999,99999,99999,99999,66,114,AW,AW,GT,Upcountry
24051,23080,99999,99999,99999,99999,99999,99999,99999,49,84,AW,MT,GT,MT
2651,23894,99999,900,900,900,900,900,900,17,31,AW,AW,GT,GT
2651,24698,99999,900,900,900,900,900,900,16,29,AW,AW,GT,GT
2651,958,99999,900,900,900,900,900,900,7,14,AW,AW,GT,GT
2651,25152,99999,900,900,900,900,900,900,20,35,AW,AW,GT,GT
2651,24444,99999,900,900,900,900,900,900,32,56,AW,AW,GT,GT
2651,16730,99999,99999,99999,99999,99999,99999,99999,24,42,AW,AD,GT,ACD
2651,23895,99999,900,900,900,900,900,900,11,20,AW,AW,GT,GT
2651,22803,99999,900,900,900,900,900,900,20,35,AW,AW,GT,GT
2651,21316,99999,900,900,900,900,900,900,26,46,AW,AW,GT,GT
2651,24394,99999,99999,99999,99999,99999,99999,99999,179,308,AW,MT,GT,Upcountry
2651,22861,99999,99999,99999,99999,99999,99999,99999,41,72,AW,AW,GT,Upcountry
2651,23716,99999,99999,99999,99999,99999,99999,99999,343,590,AW,AW,GT,Upcountry
2651,25038,99999,99999,99999,99999,99999,99999,99999,36,64,AW,AW,GT,Upcountry
2651,23348,99999,99999,99999,99999,99999,99999,99999,20,35,AW,MT,GT,MT
2651,24172,99999,99999,99999,99999,99999,99999,99999,10,19,AW,MT,GT,MT
2651,19413,99999,99999,99999,99999,99999,99999,99999,125,216,AW,AW,GT,Upcountry
2651,940,99999,99999,99999,99999,99999,99999,99999,166,286,AW,AW,GT,Upcountry
2651,4425,99999,99999,99999,99999,99999,99999,99999,87,150,AW,AW,GT,Upcountry
2651,22820,99999,99999,99999,99999,99999,99999,99999,232,399,AW,AW,GT,Upcountry
2651,21367,99999,99999,99999,99999,99999,99999,99999,358,614,AW,MT,GT,Upcountry
2651,23640,99999,99999,99999,99999,99999,99999,99999,173,298,AW,AW,GT,Upcountry
2651,17606,99999,99999,99999,99999,99999,99999,99999,34,59,AW,AW,GT,Upcountry
2651,6410,99999,99999,99999,99999,99999,99999,99999,78,134,AW,AW,GT,Upcountry
2651,25167,99999,99999,99999,99999,99999,99999,99999,34,59,AW,AW,GT,Upcountry
2651,14363,99999,99999,99999,99999,99999,99999,99999,20,35,AW,AD,GT,ACD
2651,25181,99999,99999,99999,99999,99999,99999,99999,239,411,AW,AW,GT,Upcountry
2651,21987,99999,99999,99999,99999,99999,99999,99999,23,41,AW,MT,GT,MT
2651,18240,99999,99999,99999,99999,99999,99999,99999,46,81,AW,AW,GT,Upcountry
2651,23452,99999,99999,99999,99999,99999,99999,99999,58,101,AW,AW,GT,Upcountry
2651,23080,99999,99999,99999,99999,99999,99999,99999,41,72,AW,MT,GT,MT
23894,24698,99999,900,900,900,900,900,900,4,9,AW,AW,GT,GT
23894,958,99999,900,900,900,900,900,900,7,13,AW,AW,GT,GT
23894,25152,99999,900,900,900,900,900,900,6,12,AW,AW,GT,GT
23894,24444,99999,900,900,900,900,900,900,10,18,AW,AW,GT,GT
23894,16730,99999,99999,99999,99999,99999,99999,99999,13,24,AW,AD,GT,ACD
23894,23895,99999,900,900,900,900,900,900,5,10,AW,AW,GT,GT
23894,22803,99999,900,900,900,900,900,900,6,12,AW,AW,GT,GT
23894,21316,99999,900,900,900,900,900,900,17,30,AW,AW,GT,GT
23894,24394,99999,99999,99999,99999,99999,99999,99999,158,272,AW,MT,GT,Upcountry
23894,22861,99999,99999,99999,99999,99999,99999,99999,31,55,AW,AW,GT,Upcountry
23894,23716,99999,99999,99999,99999,99999,99999,99999,337,579,AW,AW,GT,Upcountry
23894,25038,99999,99999,99999,99999,99999,99999,99999,29,52,AW,AW,GT,Upcountry
23894,23348,99999,99999,99999,99999,99999,99999,99999,1,3,AW,MT,GT,MT
23894,24172,99999,99999,99999,99999,99999,99999,99999,7,13,AW,MT,GT,MT
23894,19413,99999,99999,99999,99999,99999,99999,99999,99,172,AW,AW,GT,Upcountry
23894,940,99999,99999,99999,99999,99999,99999,99999,150,258,AW,AW,GT,Upcountry
23894,4425,99999,99999,99999,99999,99999,99999,99999,64,112,AW,AW,GT,Upcountry
23894,22820,99999,99999,99999,99999,99999,99999,99999,196,338,AW,AW,GT,Upcountry
23894,21367,99999,99999,99999,99999,99999,99999,99999,355,611,AW,MT,GT,Upcountry
23894,23640,99999,99999,99999,99999,99999,99999,99999,155,267,AW,AW,GT,Upcountry
23894,17606,99999,99999,99999,99999,99999,99999,99999,47,83,AW,AW,GT,Upcountry
23894,6410,99999,99999,99999,99999,99999,99999,99999,73,126,AW,AW,GT,Upcountry
23894,25167,99999,99999,99999,99999,99999,99999,99999,47,83,AW,AW,GT,Upcountry
23894,14363,99999,99999,99999,99999,99999,99999,99999,1,3,AW,AD,GT,ACD
23894,25181,99999,99999,99999,99999,99999,99999,99999,238,410,AW,AW,GT,Upcountry
23894,21987,99999,99999,99999,99999,99999,99999,99999,16,28,AW,MT,GT,MT
23894,18240,99999,99999,99999,99999,99999,99999,99999,24,43,AW,AW,GT,Upcountry
23894,23452,99999,99999,99999,99999,99999,99999,99999,41,71,AW,AW,GT,Upcountry
23894,23080,99999,99999,99999,99999,99999,99999,99999,31,55,AW,MT,GT,MT
24698,958,99999,900,900,900,900,900,900,9,17,AW,AW,GT,GT
24698,25152,99999,900,900,900,900,900,900,10,18,AW,AW,GT,GT
24698,24444,99999,900,900,900,900,900,900,14,25,AW,AW,GT,GT
24698,16730,99999,99999,99999,99999,99999,99999,99999,18,32,AW,AD,GT,ACD
24698,23895,99999,900,900,900,900,900,900,6,11,AW,AW,GT,GT
24698,22803,99999,900,900,900,900,900,900,10,18,AW,AW,GT,GT
24698,21316,99999,900,900,900,900,900,900,22,39,AW,AW,GT,GT
24698,24394,99999,99999,99999,99999,99999,99999,99999,159,274,AW,MT,GT,Upcountry
24698,22861,99999,99999,99999,99999,99999,99999,99999,28,49,AW,AW,GT,Upcountry
24698,23716,99999,99999,99999,99999,99999,99999,99999,335,576,AW,AW,GT,Upcountry
24698,25038,99999,99999,99999,99999,99999,99999,99999,34,60,AW,AW,GT,Upcountry
24698,23348,99999,99999,99999,99999,99999,99999,99999,5,10,AW,MT,GT,MT
24698,24172,99999,99999,99999,99999,99999,99999,99999,11,20,AW,MT,GT,MT
24698,19413,99999,99999,99999,99999,99999,99999,99999,100,173,AW,AW,GT,Upcountry
24698,940,99999,99999,99999,99999,99999,99999,99999,151,260,AW,AW,GT,Upcountry
24698,4425,99999,99999,99999,99999,99999,99999,99999,68,118,AW,AW,GT,Upcountry
24698,22820,99999,99999,99999,99999,99999,99999,99999,199,342,AW,AW,GT,Upcountry
24698,21367,99999,99999,99999,99999,99999,99999,99999,354,608,AW,MT,GT,Upcountry
24698,23640,99999,99999,99999,99999,99999,99999,99999,156,269,AW,AW,GT,Upcountry
24698,17606,99999,99999,99999,99999,99999,99999,99999,49,86,AW,AW,GT,Upcountry
24698,6410,99999,99999,99999,99999,99999,99999,99999,75,130,AW,AW,GT,Upcountry
24698,25167,99999,99999,99999,99999,99999,99999,99999,49,86,AW,AW,GT,Upcountry
24698,14363,99999,99999,99999,99999,99999,99999,99999,5,10,AW,AD,GT,ACD
24698,25181,99999,99999,99999,99999,99999,99999,99999,237,407,AW,AW,GT,Upcountry
24698,21987,99999,99999,99999,99999,99999,99999,99999,20,36,AW,MT,GT,MT
24698,18240,99999,99999,99999,99999,99999,99999,99999,24,43,AW,AW,GT,Upcountry
24698,23452,99999,99999,99999,99999,99999,99999,99999,36,63,AW,AW,GT,Upcountry
24698,23080,99999,99999,99999,99999,99999,99999,99999,28,49,AW,MT,GT,MT
958,25152,99999,900,900,900,900,900,900,12,23,AW,AW,GT,GT
958,24444,99999,900,900,900,900,900,900,15,27,AW,AW,GT,GT
958,16730,99999,99999,99999,99999,99999,99999,99999,16,29,AW,AD,GT,ACD
958,23895,99999,900,900,900,900,900,900,3,7,AW,AW,GT,GT
958,22803,99999,900,900,900,900,900,900,12,23,AW,AW,GT,GT
958,21316,99999,900,900,900,900,900,900,16,29,AW,AW,GT,GT
958,24394,99999,99999,99999,99999,99999,99999,99999,165,284,AW,MT,GT,Upcountry
958,22861,99999,99999,99999,99999,99999,99999,99999,37,65,AW,AW,GT,Upcountry
958,23716,99999,99999,99999,99999,99999,99999,99999,344,591,AW,AW,GT,Upcountry
958,25038,99999,99999,99999,99999,99999,99999,99999,28,49,AW,AW,GT,Upcountry
958,23348,99999,99999,99999,99999,99999,99999,99999,8,16,AW,MT,GT,MT
958,24172,99999,99999,99999,99999,99999,99999,99999,4,8,AW,MT,GT,MT
958,19413,99999,99999,99999,99999,99999,99999,99999,106,184,AW,AW,GT,Upcountry
958,940,99999,99999,99999,99999,99999,99999,99999,157,270,AW,AW,GT,Upcountry
958,4425,99999,99999,99999,99999,99999,99999,99999,68,118,AW,AW,GT,Upcountry
958,22820,99999,99999,99999,99999,99999,99999,99999,202,348,AW,AW,GT,Upcountry
958,21367,99999,99999,99999,99999,99999,99999,99999,363,623,AW,MT,GT,Upcountry
958,23640,99999,99999,99999,99999,99999,99999,99999,162,279,AW,AW,GT,Upcountry
958,17606,99999,99999,99999,99999,99999,99999,99999,40,70,AW,AW,GT,Upcountry
958,6410,99999,99999,99999,99999,99999,99999,99999,66,114,AW,AW,GT,Upcountry
958,25167,99999,99999,99999,99999,99999,99999,99999,40,70,AW,AW,GT,Upcountry
958,14363,99999,99999,99999,99999,99999,99999,99999,8,16,AW,AD,GT,ACD
958,25181,99999,99999,99999,99999,99999,99999,99999,246,423,AW,AW,GT,Upcountry
958,21987,99999,99999,99999,99999,99999,99999,99999,17,31,AW,MT,GT,MT
958,18240,99999,99999,99999,99999,99999,99999,99999,32,56,AW,AW,GT,Upcountry
958,23452,99999,99999,99999,99999,99999,99999,99999,42,73,AW,AW,GT,Upcountry
958,23080,99999,99999,99999,99999,99999,99999,99999,37,65,AW,MT,GT,MT
25152,24444,99999,900,900,900,900,900,900,3,7,AW,AW,GT,GT
25152,16730,99999,99999,99999,99999,99999,99999,99999,9,17,AW,AD,GT,ACD
25152,23895,99999,900,900,900,900,900,900,14,25,AW,AW,GT,GT
25152,22803,99999,900,900,900,900,900,900,0,0,AW,AW,GT,GT
25152,21316,99999,900,900,900,900,900,900,16,28,AW,AW,GT,GT
25152,24394,99999,99999,99999,99999,99999,99999,99999,151,260,AW,MT,GT,Upcountry
25152,22861,99999,99999,99999,99999,99999,99999,99999,37,64,AW,AW,GT,Upcountry
25152,23716,99999,99999,99999,99999,99999,99999,99999,339,582,AW,AW,GT,Upcountry
25152,25038,99999,99999,99999,99999,99999,99999,99999,38,66,AW,AW,GT,Upcountry
25152,23348,99999,99999,99999,99999,99999,99999,99999,6,12,AW,MT,GT,MT
25152,24172,99999,99999,99999,99999,99999,99999,99999,11,20,AW,MT,GT,MT
25152,19413,99999,99999,99999,99999,99999,99999,99999,98,169,AW,AW,GT,Upcountry
25152,940,99999,99999,99999,99999,99999,99999,99999,138,238,AW,AW,GT,Upcountry
25152,4425,99999,99999,99999,99999,99999,99999,99999,59,103,AW,AW,GT,Upcountry
25152,22820,99999,99999,99999,99999,99999,99999,99999,204,352,AW,AW,GT,Upcountry
25152,21367,99999,99999,99999,99999,99999,99999,99999,353,606,AW,MT,GT,Upcountry
25152,23640,99999,99999,99999,99999,99999,99999,99999,146,251,AW,AW,GT,Upcountry
25152,17606,99999,99999,99999,99999,99999,99999,99999,50,87,AW,AW,GT,Upcountry
25152,6410,99999,99999,99999,99999,99999,99999,99999,94,162,AW,AW,GT,Upcountry
25152,25167,99999,99999,99999,99999,99999,99999,99999,50,87,AW,AW,GT,Upcountry
25152,14363,99999,99999,99999,99999,99999,99999,99999,6,12,AW,AD,GT,ACD
25152,25181,99999,99999,99999,99999,99999,99999,99999,234,403,AW,AW,GT,Upcountry
25152,21987,99999,99999,99999,99999,99999,99999,99999,27,48,AW,MT,GT,MT
25152,18240,99999,99999,99999,99999,99999,99999,99999,39,69,AW,AW,GT,Upcountry
25152,23452,99999,99999,99999,99999,99999,99999,99999,60,104,AW,AW,GT,Upcountry
25152,23080,99999,99999,99999,99999,99999,99999,99999,37,64,AW,MT,GT,MT
24444,16730,99999,99999,99999,99999,99999,99999,99999,6,11,AW,AD,GT,ACD
24444,23895,99999,900,900,900,900,900,900,15,27,AW,AW,GT,GT
24444,22803,99999,900,900,900,900,900,900,3,7,AW,AW,GT,GT
24444,21316,99999,900,900,900,900,900,900,13,24,AW,AW,GT,GT
24444,24394,99999,99999,99999,99999,99999,99999,99999,149,257,AW,MT,GT,Upcountry
24444,22861,99999,99999,99999,99999,99999,99999,99999,34,60,AW,AW,GT,Upcountry
24444,23716,99999,99999,99999,99999,99999,99999,99999,333,572,AW,AW,GT,Upcountry
24444,25038,99999,99999,99999,99999,99999,99999,99999,25,44,AW,AW,GT,Upcountry
24444,23348,99999,99999,99999,99999,99999,99999,99999,8,15,AW,MT,GT,MT
24444,24172,99999,99999,99999,99999,99999,99999,99999,12,22,AW,MT,GT,MT
24444,19413,99999,99999,99999,99999,99999,99999,99999,92,158,AW,AW,GT,Upcountry
24444,940,99999,99999,99999,99999,99999,99999,99999,141,244,AW,AW,GT,Upcountry
24444,4425,99999,99999,99999,99999,99999,99999,99999,54,94,AW,AW,GT,Upcountry
24444,22820,99999,99999,99999,99999,99999,99999,99999,202,348,AW,AW,GT,Upcountry
24444,21367,99999,99999,99999,99999,99999,99999,99999,352,604,AW,MT,GT,Upcountry
24444,23640,99999,99999,99999,99999,99999,99999,99999,147,253,AW,AW,GT,Upcountry
24444,17606,99999,99999,99999,99999,99999,99999,99999,52,91,AW,AW,GT,Upcountry
24444,6410,99999,99999,99999,99999,99999,99999,99999,76,132,AW,AW,GT,Upcountry
24444,25167,99999,99999,99999,99999,99999,99999,99999,52,91,AW,AW,GT,Upcountry
24444,14363,99999,99999,99999,99999,99999,99999,99999,8,15,AW,AD,GT,ACD
24444,25181,99999,99999,99999,99999,99999,99999,99999,234,403,AW,AW,GT,Upcountry
24444,21987,99999,99999,99999,99999,99999,99999,99999,9,18,AW,MT,GT,MT
24444,18240,99999,99999,99999,99999,99999,99999,99999,20,35,AW,AW,GT,Upcountry
24444,23452,99999,99999,99999,99999,99999,99999,99999,73,127,AW,AW,GT,Upcountry
24444,23080,99999,99999,99999,99999,99999,99999,99999,34,60,AW,MT,GT,MT
16730,23895,99999,99999,99999,99999,99999,99999,99999,17,31,AD,AW,ACD,GT
16730,22803,99999,99999,99999,99999,99999,99999,99999,8,15,AD,AW,ACD,GT
16730,21316,99999,99999,99999,99999,99999,99999,99999,8,15,AD,AW,ACD,GT
16730,24394,99999,99999,99999,99999,99999,99999,99999,150,259,AD,MT,ACD,Upcountry
16730,22861,99999,99999,99999,99999,99999,99999,99999,40,70,AD,AW,ACD,Upcountry
16730,23716,99999,99999,99999,99999,99999,99999,99999,337,580,AD,AW,ACD,Upcountry
16730,25038,99999,99999,99999,99999,99999,99999,99999,19,33,AD,AW,ACD,Upcountry
16730,23348,99999,99999,99999,99999,99999,99999,99999,12,22,AD,MT,ACD,MT
16730,24172,99999,99999,99999,99999,99999,99999,99999,12,22,AD,MT,ACD,MT
16730,19413,99999,99999,99999,99999,99999,99999,99999,94,162,AD,AW,ACD,Upcountry
16730,940,99999,99999,99999,99999,99999,99999,99999,143,246,AD,AW,ACD,Upcountry
16730,4425,99999,99999,99999,99999,99999,99999,99999,51,89,AD,AW,ACD,Upcountry
16730,22820,99999,99999,99999,99999,99999,99999,99999,195,336,AD,AW,ACD,Upcountry
16730,21367,99999,99999,99999,99999,99999,99999,99999,356,612,AD,MT,ACD,Upcountry
16730,23640,99999,99999,99999,99999,99999,99999,99999,148,255,AD,AW,ACD,Upcountry
16730,17606,99999,99999,99999,99999,99999,99999,99999,49,86,AD,AW,ACD,Upcountry
16730,6410,99999,99999,99999,99999,99999,99999,99999,73,126,AD,AW,ACD,Upcountry
16730,25167,99999,99999,99999,99999,99999,99999,99999,49,86,AD,AW,ACD,Upcountry
16730,14363,99999,900,900,900,900,900,900,12,22,AD,AD,ACD,ACD
16730,25181,99999,99999,99999,99999,99999,99999,99999,239,411,AD,AW,ACD,Upcountry
16730,21987,99999,99999,99999,99999,99999,99999,99999,4,7,AD,MT,ACD,MT
16730,18240,99999,99999,99999,99999,99999,99999,99999,25,43,AD,AW,ACD,Upcountry
16730,23452,99999,99999,99999,99999,99999,99999,99999,85,148,AD,AW,ACD,Upcountry
16730,23080,99999,99999,99999,99999,99999,99999,99999,40,70,AD,MT,ACD,MT
23895,22803,99999,900,900,900,900,900,900,12,21,AW,AW,GT,GT
23895,21316,99999,900,900,900,900,900,900,19,34,AW,AW,GT,GT
23895,24394,99999,99999,99999,99999,99999,99999,99999,164,282,AW,MT,GT,Upcountry
23895,22861,99999,99999,99999,99999,99999,99999,99999,34,59,AW,AW,GT,Upcountry
23895,23716,99999,99999,99999,99999,99999,99999,99999,341,586,AW,AW,GT,Upcountry
23895,25038,99999,99999,99999,99999,99999,99999,99999,31,54,AW,AW,GT,Upcountry
23895,23348,99999,99999,99999,99999,99999,99999,99999,7,13,AW,MT,GT,MT
23895,24172,99999,99999,99999,99999,99999,99999,99999,6,12,AW,MT,GT,MT
23895,19413,99999,99999,99999,99999,99999,99999,99999,105,181,AW,AW,GT,Upcountry
23895,940,99999,99999,99999,99999,99999,99999,99999,156,268,AW,AW,GT,Upcountry
23895,4425,99999,99999,99999,99999,99999,99999,99999,69,120,AW,AW,GT,Upcountry
23895,22820,99999,99999,99999,99999,99999,99999,99999,202,347,AW,AW,GT,Upcountry
23895,21367,99999,99999,99999,99999,99999,99999,99999,360,618,AW,MT,GT,Upcountry
23895,23640,99999,99999,99999,99999,99999,99999,99999,161,277,AW,AW,GT,Upcountry
23895,17606,99999,99999,99999,99999,99999,99999,99999,43,75,AW,AW,GT,Upcountry
23895,6410,99999,99999,99999,99999,99999,99999,99999,69,119,AW,AW,GT,Upcountry
23895,25167,99999,99999,99999,99999,99999,99999,99999,43,75,AW,AW,GT,Upcountry
23895,14363,99999,99999,99999,99999,99999,99999,99999,7,13,AW,AD,GT,ACD
23895,25181,99999,99999,99999,99999,99999,99999,99999,243,418,AW,AW,GT,Upcountry
23895,21987,99999,99999,99999,99999,99999,99999,99999,19,34,AW,MT,GT,MT
23895,18240,99999,99999,99999,99999,99999,99999,99999,30,52,AW,AW,GT,Upcountry
23895,23452,99999,99999,99999,99999,99999,99999,99999,39,67,AW,AW,GT,Upcountry
23895,23080,99999,99999,99999,99999,99999,99999,99999,34,59,AW,MT,GT,MT
22803,21316,99999,900,900,900,900,900,900,16,28,AW,AW,GT,GT
22803,24394,99999,99999,99999,99999,99999,99999,99999,151,260,AW,MT,GT,Upcountry
22803,22861,99999,99999,99999,99999,99999,99999,99999,37,64,AW,AW,GT,Upcountry
22803,23716,99999,99999,99999,99999,99999,99999,99999,339,582,AW,AW,GT,Upcountry
22803,25038,99999,99999,99999,99999,99999,99999,99999,38,66,AW,AW,GT,Upcountry
22803,23348,99999,99999,99999,99999,99999,99999,99999,6,12,AW,MT,GT,MT
22803,24172,99999,99999,99999,99999,99999,99999,99999,11,20,AW,MT,GT,MT
22803,19413,99999,99999,99999,99999,99999,99999,99999,98,169,AW,AW,GT,Upcountry
22803,940,99999,99999,99999,99999,99999,99999,99999,138,238,AW,AW,GT,Upcountry
22803,4425,99999,99999,99999,99999,99999,99999,99999,59,103,AW,AW,GT,Upcountry
22803,22820,99999,99999,99999,99999,99999,99999,99999,204,352,AW,AW,GT,Upcountry
22803,21367,99999,99999,99999,99999,99999,99999,99999,353,606,AW,MT,GT,Upcountry
22803,23640,99999,99999,99999,99999,99999,99999,99999,146,251,AW,AW,GT,Upcountry
22803,17606,99999,99999,99999,99999,99999,99999,99999,50,87,AW,AW,GT,Upcountry
22803,6410,99999,99999,99999,99999,99999,99999,99999,94,162,AW,AW,GT,Upcountry
22803,25167,99999,99999,99999,99999,99999,99999,99999,50,87,AW,AW,GT,Upcountry
22803,14363,99999,99999,99999,99999,99999,99999,99999,6,12,AW,AD,GT,ACD
22803,25181,99999,99999,99999,99999,99999,99999,99999,234,403,AW,AW,GT,Upcountry
22803,21987,99999,99999,99999,99999,99999,99999,99999,27,48,AW,MT,GT,MT
22803,18240,99999,99999,99999,99999,99999,99999,99999,39,69,AW,AW,GT,Upcountry
22803,23452,99999,99999,99999,99999,99999,99999,99999,60,104,AW,AW,GT,Upcountry
22803,23080,99999,99999,99999,99999,99999,99999,99999,37,64,AW,MT,GT,MT
21316,24394,99999,99999,99999,99999,99999,99999,99999,166,285,AW,MT,GT,Upcountry
21316,22861,99999,99999,99999,99999,99999,99999,99999,63,110,AW,AW,GT,Upcountry
21316,23716,99999,99999,99999,99999,99999,99999,99999,365,628,AW,AW,GT,Upcountry
21316,25038,99999,99999,99999,99999,99999,99999,99999,10,18,AW,AW,GT,Upcountry
21316,23348,99999,99999,99999,99999,99999,99999,99999,27,48,AW,MT,GT,MT
21316,24172,99999,99999,99999,99999,99999,99999,99999,25,44,AW,MT,GT,MT
21316,19413,99999,99999,99999,99999,99999,99999,99999,112,194,AW,AW,GT,Upcountry
21316,940,99999,99999,99999,99999,99999,99999,99999,153,263,AW,AW,GT,Upcountry
21316,4425,99999,99999,99999,99999,99999,99999,99999,65,113,AW,AW,GT,Upcountry
21316,22820,99999,99999,99999,99999,99999,99999,99999,219,377,AW,AW,GT,Upcountry
21316,21367,99999,99999,99999,99999,99999,99999,99999,380,652,AW,MT,GT,Upcountry
21316,23640,99999,99999,99999,99999,99999,99999,99999,160,276,AW,AW,GT,Upcountry
21316,17606,99999,99999,99999,99999,99999,99999,99999,62,108,AW,AW,GT,Upcountry
21316,6410,99999,99999,99999,99999,99999,99999,99999,88,153,AW,AW,GT,Upcountry
21316,25167,99999,99999,99999,99999,99999,99999,99999,62,108,AW,AW,GT,Upcountry
